ID	Property	原文	正誤判定	正解Propertyの詳細	場面内の主語	場面内の述語	場面内の目的語
288	Obj	敬意	True	What	〇	×	〇
289	対象文	サザランドはホームズの家から出て行った			〇	×	無
289	Who	サザランド	True		〇	×	無
289	hasPredicate	ホームズの家から出て行った	False		〇	×	無
290	対象文	サザランドは呼ばれたらホームズに来る			〇	×	×
290	Who	サザランド	True		〇	×	×
290	hasPredicate	呼ばれたらホームズに来る	False		〇	×	×
290	Obj	ホームズ	False	判別不能	〇	×	×
291	対象文	ホームズは以下を言った			〇	×	×
291	Who	ホームズ	True		〇	×	×
291	hasPredicate	言った	False		〇	×	×
291	Obj	以下	False	判別不能	〇	×	×
292	対象文	サザランドは興味深い			〇	〇	無
292	Who	サザランド	True		〇	〇	無
292	hasPredicate	興味深い	True	hasProperty	〇	〇	無
293	対象文	同一の事件をホームズは知っている			〇	〇	〇
293	Who	ホームズ	True		〇	〇	〇
293	hasPredicate	知っている	True	hasPredicate	〇	〇	〇
293	Obj	同一の事件	True	What	〇	〇	〇
294	対象文	77年に、同一の事件がアンドーヴァで起きた			×	×	△
294	Who	同一の事件	False		×	×	△
294	hasPredicate	起きた	False		×	×	△
294	Obj	77年	False	判別不能	×	×	△
294	Obj	アンドーヴァ	True	Where	×	×	△
295	対象文	昨年、同一の事件がハーグで起きた			×	×	〇
295	Who	同一の事件	False		×	×	〇
295	hasPredicate	昨年、同一の事件がハーグで起きた	False		×	×	〇
295	Obj	ハーグ	True	Where	×	×	〇
296	対象文	ワトソンは以下を言った			〇	×	×
296	Who	ワトソン	True		〇	×	×
296	hasPredicate	言った	False		〇	×	×
296	Obj	以下	False	判別不能	〇	×	×
297	対象文	ホームズはサザランドを読み取れる			〇	×	×
297	Who	ホームズ	True		〇	×	×
297	hasPredicate	読み取れる	False		〇	×	×
297	Obj	サザランド	False	判別不能	〇	×	×
298	対象文	ワトソンはサザランドを読み取れない			〇	×	×
298	Who	ワトソン	True		〇	×	×
298	hasPredicate	読み取れない	False		〇	×	×
298	Obj	サザランド	False	判別不能	〇	×	×
299	対象文	ホームズは以下を言った			〇	×	×
299	Who	ホームズ	True		〇	×	×
299	hasPredicate	言った	False		〇	×	×
299	Obj	以下	False	判別不能	〇	×	×
300	対象文	ワトソンは大事な点を見落としている			〇	〇	〇
300	Who	ワトソン	True		〇	〇	〇
300	hasPredicate	見落としている	True	hasPredicate	〇	〇	〇
300	Obj	大事な点	True	What	〇	〇	〇
301	対象文	袖は重要である			×	〇	無
301	Who	袖	False		×	〇	無
301	hasPredicate	重要である	True	hasProperty	×	〇	無
302	対象文	親指の爪は語る			×	〇	無
302	Who	親指の爪	False		×	〇	無
302	hasPredicate	語る	True	hasPredicate	×	〇	無
303	対象文	靴ひもは大問題を導く			〇	〇	〇
303	Who	靴ひも	True		〇	〇	〇
303	hasPredicate	導く	True	hasPredicate	〇	〇	〇
303	Obj	大問題	True	What	〇	〇	〇
304	対象文	ワトソンは以下を言った			〇	×	×
304	Who	ワトソン	True		〇	×	×
304	hasPredicate	言った	False		〇	×	×
304	Obj	以下	False	判別不能	〇	×	×
305	対象文	サザランドは黒板色の鍔広麦わら帽子をかぶっていた			〇	×	〇
305	Who	サザランド	True		〇	×	〇
305	hasPredicate	かぶっていた	False		〇	×	〇
305	Obj	黒板色の鍔広麦わら帽子	True	What	〇	×	〇
306	対象文	赤煉瓦色の羽根が黒板色の鍔広麦わら帽子についていた			×	×	〇
306	Who	赤煉瓦色の羽根	False		×	×	〇
306	hasPredicate	ついていた	False		×	×	〇
306	Obj	黒板色の鍔広麦わら帽子	True	On	×	×	〇
307	対象文	サザランドの上着は黒だった			×	×	無
307	Who	サザランドの上着	False		×	×	無
307	hasPredicate	黒だった	False		×	×	無
308	対象文	黒のビーズがサザランドの上着には付いていた			×	×	×
308	Who	黒のビーズ	False		×	×	×
308	hasPredicate	付いていた	False		×	×	×
308	Obj	サザランドの上着に	False	判別不能	×	×	×
309	対象文	小粒の黒玉の飾りが裾のふさ縁に付いている			×	〇	×
309	Who	小粒の黒玉の飾り	False		×	〇	×
309	hasPredicate	付いている	True	hasPredicate	×	〇	×
309	Obj	裾のふさ縁	False	判別不能	×	〇	×
310	対象文	衣服は茶褐色だった			×	×	無
310	Who	衣服	False		×	×	無
310	hasPredicate	茶褐色だった	False		×	×	無
311	対象文	紫色のフラシ天が衣服の首元と袖に付いている			×	〇	〇
311	Who	紫色のフラシ天	False		×	〇	〇
311	hasPredicate	付いている	True	hasPredicate	×	〇	〇
311	Obj	衣服の首元	True	On	×	〇	〇
311	Obj	袖	True	On	×	〇	〇
312	対象文	手袋は鼠色だった			×	×	無
312	Who	手袋	False		×	×	無
312	hasPredicate	鼠色だった	False		×	×	無
313	対象文	右手袋の親指がすり切れている			×	×	無
313	Who	手袋の親指	False		×	×	無
313	hasPredicate	右手袋の親指がすり切れている	False		×	×	無
314	対象文	ワトソンはサザランドの靴を見ていない			〇	〇	〇
314	Who	ワトソン	True		〇	〇	〇
314	hasPredicate	見ていない	True	hasPredicate	〇	〇	〇
314	Obj	サザランドの靴	True	What	〇	〇	〇
315	対象文	サザランドは小振りの丸い金の耳飾りをぶら下げていた			〇	×	〇
315	Who	サザランド	True		〇	×	〇
315	hasPredicate	ぶら下げていた	False		〇	×	〇
315	Obj	小振りの丸い金の耳飾り	True	What	〇	×	〇
316	対象文	サザランドは裕福である			〇	〇	無
316	Who	サザランド	True		〇	〇	無
316	hasPredicate	裕福である	True	hasProperty	〇	〇	無
317	対象文	サザランドはのんきである			〇	〇	無
317	Who	サザランド	True		〇	〇	無
317	hasPredicate	のんきである	True	hasProperty	〇	〇	無
318	対象文	サザランドはおっとりしている			〇	〇	無
318	Who	サザランド	True		〇	〇	無
318	hasPredicate	おっとりしている	True	hasProperty	〇	〇	無
319	対象文	サザランドは町娘である			〇	〇	無
319	Who	サザランド	True		〇	〇	無
319	hasPredicate	町娘である	True	hasProperty	〇	〇	無
321	対象文	ホームズは笑った			〇	×	無
321	Who	ホームズ	True		〇	×	無
321	hasPredicate	笑った	False		〇	×	無
322	対象文	ホームズは以下を言った			〇	×	×
322	Who	ホームズ	True		〇	×	×
322	hasPredicate	言った	False		〇	×	×
322	Obj	以下	False	判別不能	〇	×	×
323	対象文	ワトソンは上達した			〇	×	無
323	Who	ワトソン	True		〇	×	無
323	hasPredicate	上達した	False		〇	×	無
324	対象文	ワトソンは大事な点を見落としている			〇	〇	〇
324	Who	ワトソン	True		〇	〇	〇
324	hasPredicate	見落としている	True	hasPredicate	〇	〇	〇
324	Obj	大事な点	True	What	〇	〇	〇
325	対象文	方法は正しい			×	〇	無
325	Who	方法	False		×	〇	無
325	hasPredicate	正しい	True	hasPredicate	×	〇	無
326	対象文	ワトソンは色に目ざとい			〇	〇	〇
326	Who	ワトソン	True		〇	〇	〇
326	hasPredicate	目ざとい	True	hasProperty	〇	〇	〇
326	Obj	色	True	What	〇	〇	〇
327	対象文	ワトソンは細部に注目する			〇	〇	〇
327	Who	ワトソン	True		〇	〇	〇
327	hasPredicate	注目する	True	hasPredicate	〇	〇	〇
327	Obj	細部	True	What	〇	〇	〇
328	対象文	ホームズは女の袖を見る			〇	〇	〇
328	Who	ホームズ	True		〇	〇	〇
328	hasPredicate	見る	True	hasPredicate	〇	〇	〇
328	Obj	女の袖	True	What	〇	〇	〇
329	対象文	ホームズは男のズボンの膝を見る			〇	〇	〇
329	Who	ホームズ	True		〇	〇	〇
329	hasPredicate	見る	True	hasPredicate	〇	〇	〇
329	Obj	男のズボンの膝	True	What	〇	〇	〇
330	対象文	フラシ織がサザランドの袖口に付いている			×	〇	×
330	Who	フラシ織	False		×	〇	×
330	hasPredicate	付いている	True	hasPredicate	×	〇	×
330	Obj	サザランドの袖口	False	判別不能	×	〇	×
331	対象文	フラシ織は跡をつける			×	〇	〇
331	Who	フラシ織	False		×	〇	〇
331	hasPredicate	つける	True	hasPredicate	×	〇	〇
331	Obj	跡	True	What	×	〇	〇
332	対象文	フラシ織は高価な生地である			×	〇	無
332	Who	フラシ織	False		×	〇	無
332	hasPredicate	高価な生地である	True	hasProperty	×	〇	無
333	対象文	手首の二重線はタイプの跡である			×	〇	無
333	Who	手首の二重線	False		×	〇	無
333	hasPredicate	タイプの跡である	True	hasProperty	×	〇	無
334	対象文	手首の二重線は手動ミシンの跡である			×	〇	無
334	Who	手首の二重線	False		×	〇	無
334	hasPredicate	手動ミシンの跡である	True	hasProperty	×	〇	無
335	対象文	左の手首の二重線は手動ミシンの跡である			×	〇	無
335	Who	左の手首の二重線	False		×	〇	無
335	hasPredicate	手動ミシンの跡である	True	hasProperty	×	〇	無
336	対象文	右の手首の二重線はタイプの跡である			×	〇	無
336	Who	右の手首の二重線	False		×	〇	無
336	hasPredicate	タイプの跡である	True	hasProperty	×	〇	無
337	対象文	サザランドは鼻眼鏡の跡を持っている			〇	〇	〇
337	Who	サザランド	True		〇	〇	〇
337	hasPredicate	持っている	True	hasPredicate	〇	〇	〇
337	Obj	鼻眼鏡の跡	True	What	〇	〇	〇
339	対象文	ホームズは近眼とタイプでサザランドを驚かせた			〇	×	〇
339	Who	ホームズ	True		〇	×	〇
339	hasPredicate	驚かせた	False		〇	×	〇
339	Obj	近眼	True	How	〇	×	〇
339	Obj	タイプ	True	How	〇	×	〇
339	Obj	サザランド	True	What	〇	×	〇
341	対象文	ワトソンは驚いた			〇	×	無
341	Who	ワトソン	True		〇	×	無
341	hasPredicate	驚いた	False		〇	×	無
342	対象文	ホームズは以下を言った			〇	×	×
342	Who	ホームズ	True		〇	×	×
342	hasPredicate	言った	False		〇	×	×
342	Obj	以下	False	判別不能	〇	×	×
343	対象文	サザランドの左右の靴は異なる			×	〇	無
343	Who	サザランドの左右の靴	False		×	〇	無
343	hasPredicate	異なる	True	hasProperty	×	〇	無
345	対象文	サザランドの身なりはきっちりしている			×	〇	無
345	Who	サザランドの身なり	False		×	〇	無
345	hasPredicate	きっちりしている	True	hasProperty	×	〇	無
346	対象文	サザランドは左右別の靴を履いている			〇	〇	〇
346	Who	サザランド	True		〇	〇	〇
346	hasPredicate	履いている	True	hasPredicate	〇	〇	〇
346	Obj	左右別の靴	True	What	〇	〇	〇
348	対象文	ホームズは以下に気づいた			〇	×	×
348	Who	ホームズ	True		〇	×	×
348	hasPredicate	気づいた	False		〇	×	×
348	Obj	以下	False	判別不能	〇	×	×
349	対象文	今朝、サザランドが急いでホームズに来た			〇	×	〇
349	Who	サザランド	True		〇	×	〇
349	hasPredicate	今朝、サザランドが急いでホームズに来た	False		〇	×	〇
349	Obj	ホームズ	True	Where	〇	×	〇
350	対象文	今朝、サザランドはメモを書いた			〇	×	〇
350	Who	サザランド	True		〇	×	〇
350	hasPredicate	今朝、サザランドはメモを書いた	False		〇	×	〇
350	Obj	メモ	True	What	〇	×	〇
351	対象文	サザランドの手袋はすみれ色のインクを持つ			×	〇	〇
351	Who	サザランドの手袋	False		×	〇	〇
351	hasPredicate	持つ	True	hasPredicate	×	〇	〇
351	Obj	すみれ色のインク	True	What	×	〇	〇
352	対象文	サザランドの指はすみれ色のインクを持つ			×	〇	〇
352	Who	サザランドの指	False		×	〇	〇
352	hasPredicate	持つ	True	hasPredicate	×	〇	〇
352	Obj	すみれ色のインク	True	What	×	〇	〇
353	対象文	ワトソンは以下を言った			〇	×	×
353	Who	ワトソン	True		〇	×	×
353	hasPredicate	言った	False		〇	×	×
353	Obj	以下	False	判別不能	〇	×	×
354	対象文	尋ね人広告は以下を書かれている			×	〇	×
354	Who	尋ね人広告	False		×	〇	×
354	hasPredicate	書かれている	True	hasPredicate	×	〇	×
354	Obj	以下	False	判別不能	×	〇	×
355	対象文	ホズマは14日朝失踪した			〇	×	無
355	Who	ホズマ	True		〇	×	無
355	hasPredicate	14日朝失踪した	False		〇	×	無
356	対象文	ホズマの身長は5フィート7インチである			〇	×	無
356	Who	ホズマの身長	True		〇	×	無
356	hasPredicate	5フィート7インチである	False		〇	×	無
357	対象文	ホズマの体格はよい			×	〇	無
357	Who	ホズマの体格	False		×	〇	無
357	hasPredicate	よい	True	hasProperty	×	〇	無
358	対象文	ホズマの顔色は悪い			×	〇	無
358	Who	ホズマの顔色	False		×	〇	無
358	hasPredicate	悪い	True	hasPredicate	×	〇	無
359	対象文	ホズマの髪は黒である			×	〇	無
359	Who	ホズマの髪	False		×	〇	無
359	hasPredicate	黒である	True	hasProperty	×	〇	無
360	対象文	ホズマの頭頂には小禿がある			×	〇	×
360	Who	小禿	False		×	〇	×
360	hasPredicate	ある	True	hasPredicate	×	〇	×
360	Obj	ホズマの頭頂に	False	判別不能	×	〇	×
361	対象文	ホズマは黒い頬髯口髭を持つ			〇	〇	〇
361	Who	ホズマ	True		〇	〇	〇
361	hasPredicate	持つ	True	hasPredicate	〇	〇	〇
361	Obj	黒い頬髯口髭	True	What	〇	〇	〇
362	対象文	ホズマは色眼鏡を持つ			〇	〇	〇
362	Who	ホズマ	True		〇	〇	〇
362	hasPredicate	持つ	True	hasPredicate	〇	〇	〇
362	Obj	色眼鏡	True	What	〇	〇	〇
363	対象文	ホズマの話し方は訥々である			×	〇	無
363	Who	ホズマの話し方	False		×	〇	無
363	hasPredicate	訥々である	True	hasProperty	×	〇	無
364	対象文	失踪時の服装は黒のフロックコートである			×	〇	無
364	Who	失踪時の服装	False		×	〇	無
364	hasPredicate	黒のフロックコートである	True	hasProperty	×	〇	無
365	対象文	失踪時の服装は黒のベストである			×	〇	無
365	Who	失踪時の服装	False		×	〇	無
365	hasPredicate	黒のベストである	True	hasProperty	×	〇	無
366	対象文	失踪時の服装は金のアルバート鎖である			×	〇	無
366	Who	失踪時の服装	False		×	〇	無
366	hasPredicate	金のアルバート鎖である	True	hasProperty	×	〇	無
367	対象文	過去に、ホズマはレドンホール街の事務所で働いていた			〇	×	〇
367	Who	ホズマ	True		〇	×	〇
367	hasPredicate	働いていた	False		〇	×	〇
367	Obj	過去	True	When	〇	×	〇
367	Obj	レドンホール街の事務所	True	Where	〇	×	〇
368	対象文	手紙はホズマの手がかりを持たない			×	〇	〇
368	Who	手紙	False		×	〇	〇
368	hasPredicate	持たない	True	hasPredicate	×	〇	〇
368	Obj	ホズマの手がかり	True	What	×	〇	〇
369	対象文	手紙には、バルザックからの引用がある			×	〇	×
369	Who	バルザックからの引用	False		×	〇	×
369	hasPredicate	ある	True	hasPredicate	×	〇	×
369	Obj	手紙に	False	判別不能	×	〇	×
370	対象文	手紙はタイプで書かれている			×	〇	×
370	Who	手紙	False		×	〇	×
370	hasPredicate	書かれている	True	hasPredicate	×	〇	×
370	Obj	タイプ	False	判別不能	×	〇	×
371	対象文	ホームズは以下を言った			〇	×	×
371	Who	ホームズ	True		〇	×	×
371	hasPredicate	言った	False		〇	×	×
371	Obj	以下	False	判別不能	〇	×	×
372	対象文	署名はタイプで書かれている			×	〇	〇
372	Who	署名	False		×	〇	〇
372	hasPredicate	書かれている	True	hasPredicate	×	〇	〇
372	Obj	タイプ	True	How	×	〇	〇
373	対象文	署名はホズマ・エインジェルである			×	〇	無
373	Who	署名	False		×	〇	無
373	hasPredicate	ホズマ・エインジェルである	True	hasProperty	×	〇	無
374	対象文	手紙は日付を持つ			×	〇	〇
374	Who	手紙	False		×	〇	〇
374	hasPredicate	持つ	True	hasPredicate	×	〇	〇
374	Obj	日付	True	What	×	〇	〇
375	対象文	差出人の住所はレドンホール街である			×	〇	無
375	Who	差出人の住所	False		×	〇	無
375	hasPredicate	レドンホール街である	True	hasProperty	×	〇	無
376	対象文	署名は重要である			×	〇	無
376	Who	署名	False		×	〇	無
376	hasPredicate	重要である	True	hasProperty	×	〇	無
377	対象文	ワトソンは以下を言った			〇	×	×
377	Who	ワトソン	True		〇	×	×
377	hasPredicate	言った	False		〇	×	×
377	Obj	以下	False	判別不能	〇	×	×
378	対象文	署名は誓約を否認する			×	〇	〇
378	Who	署名	False		×	〇	〇
378	hasPredicate	否認する	True	hasPredicate	×	〇	〇
378	Obj	誓約	True	What	×	〇	〇
380	対象文	ホズマが誓約不履行の訴えを受けた			〇	×	〇
380	Who	ホズマ	True		〇	×	〇
380	hasPredicate	受けた	False		〇	×	〇
380	Obj	誓約不履行の訴え	True	What	〇	×	〇
381	対象文	ホームズは以下を言った			〇	×	×
381	Who	ホームズ	True		〇	×	×
381	hasPredicate	言った	False		〇	×	×
381	Obj	以下	False	判別不能	〇	×	×
382	対象文	上記は重要ではない			×	×	無
382	Who	上記	False		×	×	無
382	hasPredicate	重要ではない	False		×	×	無
383	対象文	ホズマ失踪は解決する			×	〇	無
383	Who	ホズマ失踪	False		×	〇	無
383	hasPredicate	解決する	True	hasPredicate	×	〇	無
385	対象文	ホームズとワトソンが二通手紙を書く			〇	〇	×
385	Who	ホームズ	True		〇	〇	×
385	Who	ワトソン	True		〇	〇	×
385	hasPredicate	書く	True	hasPredicate	〇	〇	×
385	Obj	二通	False	判別不能	〇	〇	×
385	Obj	手紙	False	判別不能	〇	〇	×
386	対象文	手紙1は中心区シティの会社へ送る			×	〇	〇
386	Who	手紙1	False		×	〇	〇
386	hasPredicate	送る	True	hasPredicate	×	〇	〇
386	Obj	中心区シティの会社	True	To	×	〇	〇
387	対象文	手紙2はウィンディバンクへ送る			×	〇	〇
387	Who	手紙2	False		×	〇	〇
387	hasPredicate	送る	True	hasPredicate	×	〇	〇
387	Obj	ウィンディバンク	True	To	×	〇	〇
388	対象文	ホームズは手紙2に以下を書く			〇	〇	△
388	Who	ホームズ	True		〇	〇	△
388	hasPredicate	書く	True	hasPredicate	〇	〇	△
388	Obj	手紙2	True	Where	〇	〇	△
388	Obj	以下	False	判別不能	〇	〇	△
389	対象文	明晩六時に、ホームズがウィンディバンクに会いたい			〇	〇	〇
389	Who	ホームズ	True		〇	〇	〇
389	hasPredicate	会いたい	True	hasPredicate	〇	〇	〇
389	Obj	明晩六時	True	When	〇	〇	〇
389	Obj	ウィンディバンク	True	Whom	〇	〇	〇
390	対象文	ワトソンは重篤な患者の治療に専念した			〇	×	〇
390	Who	ワトソン	True		〇	×	〇
390	hasPredicate	専念した	False		〇	×	〇
390	Obj	重篤な患者の治療	True	Whom	〇	×	〇
391	対象文	六時に、ワトソンはホームズへ行った			〇	×	〇
391	Who	ワトソン	True		〇	×	〇
391	hasPredicate	行った	False		〇	×	〇
391	Obj	六時	True	When	〇	×	〇
391	Obj	ホームズ	True	To	〇	×	〇
392	対象文	ワトソンは以下を思った			〇	×	×
392	Who	ワトソン	True		〇	×	×
392	hasPredicate	思った	False		〇	×	×
392	Obj	以下	False	判別不能	〇	×	×
393	対象文	ワトソンは解決に間に合わない			〇	〇	〇
393	Who	ワトソン	True		〇	〇	〇
393	hasPredicate	間に合わない	True	hasPredicate	〇	〇	〇
393	Obj	解決	True	Whom	〇	〇	〇
394	対象文	ホームズは肘掛椅子で寝ていた			〇	×	〇
394	Who	ホームズ	True		〇	×	〇
394	hasPredicate	寝ていた	False		〇	×	〇
394	Obj	肘掛椅子	True	Where	〇	×	〇
395	対象文	ホームズは以下を言った			〇	×	×
395	Who	ホームズ	True		〇	×	×
395	hasPredicate	言った	False		〇	×	×
395	Obj	以下	False	判別不能	〇	×	×
396	対象文	事件は謎を持たない			×	〇	〇
396	Who	事件	False		×	〇	〇
396	hasPredicate	持たない	True	hasPredicate	×	〇	〇
396	Obj	謎	True	What	×	〇	〇
397	対象文	ホームズは悪党を捉えられない			〇	〇	〇
397	Who	ホームズ	True		〇	〇	〇
397	hasPredicate	捉えられない	True	hasPredicate	〇	〇	〇
397	Obj	悪党	True	What	〇	〇	〇
398	対象文	足音が廊下で響く			×	〇	〇
398	Who	足音	False		×	〇	〇
398	hasPredicate	響く	True	hasPredicate	×	〇	〇
398	Obj	廊下	True	Where	×	〇	〇
399	対象文	ホームズは以下を言った			〇	×	×
399	Who	ホームズ	True		〇	×	×
399	hasPredicate	言った	False		〇	×	×
399	Obj	以下	False	判別不能	〇	×	×
400	対象文	ウィンディバンクが来た			〇	×	無
400	Who	ウィンディバンク	True		〇	×	無
400	hasPredicate	来た	False		〇	×	無
401	対象文	ウィンディバンクの体格はいい			×	〇	無
401	Who	ウィンディバンクの体格	False		×	〇	無
401	hasPredicate	いい	True	hasProperty	×	〇	無
402	対象文	ウィンディバンクは中背である			〇	〇	無
402	Who	ウィンディバンク	True		〇	〇	無
402	hasPredicate	中背である	True	hasProperty	〇	〇	無
403	対象文	ウィンディバンクの年は30歳前後である			×	〇	無
403	Who	ウィンディバンクの年	False		×	〇	無
403	hasPredicate	30歳前後である	True	hasProperty	×	〇	無
404	対象文	ウィンディバンクは髯を持たない			〇	〇	×
404	Who	ウィンディバンク	True		〇	〇	×
404	hasPredicate	持たない	True	hasPredicate	〇	〇	×
404	Obj	髯	False	判別不能	〇	〇	×
405	対象文	ウィンディバンクの顔色は悪い			×	〇	無
405	Who	ウィンディバンクの顔色	False		×	〇	無
405	hasPredicate	悪い	True	hasPredicate	×	〇	無
406	対象文	ウィンディバンクの物腰は穏やかである			×	〇	無
406	Who	ウィンディバンクの物腰	False		×	〇	無
406	hasPredicate	穏やかである	True	hasProperty	×	〇	無
407	対象文	ウィンディバンクの灰色の瞳は鋭い			×	〇	無
407	Who	ウィンディバンクの灰色の瞳	False		×	〇	無
407	hasPredicate	鋭い	True	hasPredicate	×	〇	無
408	対象文	ウィンディバンクはホームズとワトソンを見た			〇	×	〇
408	Who	ウィンディバンク	True		〇	×	〇
408	hasPredicate	見た	False		〇	×	〇
408	Obj	ホームズ	True	Whom	〇	×	〇
408	Obj	ワトソン	True	Whom	〇	×	〇
409	対象文	ウィンディバンクは山高帽を横棚に置いた			〇	×	〇
409	Who	ウィンディバンク	True		〇	×	〇
409	hasPredicate	置いた	False		〇	×	〇
409	Obj	山高帽	True	What	〇	×	〇
409	Obj	横棚	True	Where	〇	×	〇
410	対象文	ウィンディバンクはホームズに挨拶した			〇	×	〇
410	Who	ウィンディバンク	True		〇	×	〇
410	hasPredicate	挨拶した	False		〇	×	〇
410	Obj	ホームズ	True	Whom	〇	×	〇
411	対象文	ウィンディバンクは椅子に座った			〇	×	〇
411	Who	ウィンディバンク	True		〇	×	〇
411	hasPredicate	座った	False		〇	×	〇
411	Obj	椅子	True	What	〇	×	〇
412	対象文	ホームズは以下を言った			〇	×	×
412	Who	ホームズ	True		〇	×	×
412	hasPredicate	言った	False		〇	×	×
412	Obj	以下	False	判別不能	〇	×	×
413	対象文	タイプの手紙はウィンディバンクの手紙である			×	〇	無
413	Who	タイプの手紙	False		×	〇	無
413	hasPredicate	ウィンディバンクの手紙である	True	hasProperty	×	〇	無
414	対象文	ウィンディバンクは以下を言った			〇	×	×
414	Who	ウィンディバンク	True		〇	×	×
414	hasPredicate	言った	False		〇	×	×
414	Obj	以下	False	判別不能	〇	×	×
415	対象文	ウィンディバンクは遅刻を心配した			〇	×	〇
415	Who	ウィンディバンク	True		〇	×	〇
415	hasPredicate	心配した	False		〇	×	〇
415	Obj	遅刻	True	What	〇	×	〇
416	対象文	ウィンディバンクは忙しい			〇	〇	無
416	Who	ウィンディバンク	True		〇	〇	無
416	hasPredicate	忙しい	True	hasPredicate	〇	〇	無
417	対象文	ウィンディバンクは以下を謝る			〇	〇	×
417	Who	ウィンディバンク	True		〇	〇	×
417	hasPredicate	謝る	True	hasPredicate	〇	〇	×
417	Obj	以下	False	判別不能	〇	〇	×
418	対象文	サザランドがホームズを煩わせる			〇	〇	〇
418	Who	サザランド	True		〇	〇	〇
418	hasPredicate	煩わせる	True	hasPredicate	〇	〇	〇
418	Obj	ホームズ	True	What	〇	〇	〇
419	対象文	ウィンディバンクは以下を望まない			〇	〇	×
419	Who	ウィンディバンク	True		〇	〇	×
419	hasPredicate	望まない	True	hasPredicate	〇	〇	×
419	Obj	以下	False	判別不能	〇	〇	×
420	対象文	サザランドがホームズに来る			〇	〇	〇
420	Who	サザランド	True		〇	〇	〇
420	hasPredicate	来る	True	hasPredicate	〇	〇	〇
420	Obj	ホームズ	True	Where	〇	〇	〇
421	対象文	サザランドが家庭の災難を話す			〇	〇	〇
421	Who	サザランド	True		〇	〇	〇
421	hasPredicate	話す	True	hasPredicate	〇	〇	〇
421	Obj	家庭の災難	True	What	〇	〇	〇
422	対象文	サザランドはすぐに動く			〇	×	無
422	Who	サザランド	True		〇	×	無
422	hasPredicate	すぐに動く	False		〇	×	無
423	対象文	ウィンディバンクは以下に喜ぶ			〇	〇	×
423	Who	ウィンディバンク	True		〇	〇	×
423	hasPredicate	喜ぶ	True	hasPredicate	〇	〇	×
423	Obj	以下	False	判別不能	〇	〇	×
424	対象文	ホームズは警察官憲ではない			〇	×	無
424	Who	ホームズ	True		〇	×	無
424	hasPredicate	警察官憲ではない	False		〇	×	無
425	対象文	ウィンディバンクは無用の出費を避けたい			〇	〇	〇
425	Who	ウィンディバンク	True		〇	〇	〇
425	hasPredicate	避けたい	True	hasPredicate	〇	〇	〇
425	Obj	無用の出費	True	What	〇	〇	〇
426	対象文	ウィンディバンクは以下を思う			〇	〇	×
426	Who	ウィンディバンク	True		〇	〇	×
426	hasPredicate	思う	True	hasPredicate	〇	〇	×
426	Obj	以下	False	判別不能	〇	〇	×
427	対象文	ホームズはホズマを見つけられない			〇	〇	〇
427	Who	ホームズ	True		〇	〇	〇
427	hasPredicate	見つけられない	True	hasPredicate	〇	〇	〇
427	Obj	ホズマ	True	What	〇	〇	〇
428	対象文	ホームズは以下を言った			〇	×	×
428	Who	ホームズ	True		〇	×	×
428	hasPredicate	言った	False		〇	×	×
428	Obj	以下	False	判別不能	〇	×	×
429	対象文	ホームズはホズマを見つける			〇	〇	〇
429	Who	ホームズ	True		〇	〇	〇
429	hasPredicate	見つける	True	hasPredicate	〇	〇	〇
429	Obj	ホズマ	True	What	〇	〇	〇
430	対象文	ウィンディバンクは驚いて手袋を落とした			×	×	×
430	Who	ウィンディバンク	False		×	×	×
430	hasPredicate	驚いて手袋を落とした	False		×	×	×
430	Obj	手袋	False	判別不能	×	×	×
432	対象文	ウィンディバンクは以下を喜んだ			〇	×	×
432	Who	ウィンディバンク	True		〇	×	×
432	hasPredicate	喜んだ	False		〇	×	×
432	Obj	以下	False	判別不能	〇	×	×
433	対象文	ホームズがホズマを見つける			〇	〇	〇
433	Who	ホームズ	True		〇	〇	〇
433	hasPredicate	見つける	True	hasPredicate	〇	〇	〇
433	Obj	ホズマ	True	Whom	〇	〇	〇
434	対象文	ホームズが以下を言った			〇	×	×
434	Who	ホームズ	True		〇	×	×
434	hasPredicate	言った	False		〇	×	×
434	Obj	以下	False	判別不能	〇	×	×
435	対象文	タイプの手紙は筆跡のように異なる			×	×	無
435	Who	タイプの手紙	False		×	×	無
435	hasPredicate	筆跡のように異なる	False		×	×	無
436	対象文	ウィンディバンクの手紙では、eが不鮮明である			×	〇	×
436	Who	e	False		×	〇	×
436	hasPredicate	不鮮明である	True	hasProperty	×	〇	×
436	Obj	ウィンディバンクの手紙で	False	判別不能	×	〇	×
438	対象文	ウィンディバンクの手紙では、rが欠けている			×	〇	×
438	Who	r	False		×	〇	×
438	hasPredicate	欠けている	True	hasPredicate	×	〇	×
438	Obj	ウィンディバンクの手紙で	False	判別不能	×	〇	×
439	対象文	ウィンディバンクの手紙は14の特徴を持つ			×	〇	〇
439	Who	ウィンディバンクの手紙	False		×	〇	〇
439	hasPredicate	持つ	True	hasPredicate	×	〇	〇
439	Obj	14の特徴	True	What	×	〇	〇
440	対象文	ウィンディバンクは以下を言った			〇	×	×
440	Who	ウィンディバンク	True		〇	×	×
440	hasPredicate	言った	False		〇	×	×
440	Obj	以下	False	判別不能	〇	×	×
441	対象文	ウィンディバンクの職場は１つの機械を持つ			×	〇	〇
441	Who	ウィンディバンクの職場	False		×	〇	〇
